"","states","year","statesAbbr","disease","datatype","deathpop","class","population","ratio"
"260","Alabama",2011,"AL","Heart failure","Nmbr",3036,"Female",2443187.83904,0.124263879816663
"261","Alaska",2011,"AK","Chronic obstructive pulmonary disease","Nmbr",193,"Female",367777.7536,0.0524773448395983
"262","Alaska",2011,"AK","Cardiovascular disease","Nmbr",378,"Female",367777.7536,0.102779462950094
"263","Alaska",2011,"AK","Coronary heart disease","Nmbr",125,"Female",367777.7536,0.0339879176422269
"264","Alaska",2011,"AK","Heart failure","Nmbr",150,"Female",367777.7536,0.0407855011706722
"265","Alaska",2011,"AK","Cerebrovascular disease","Nmbr",92,"Female",367777.7536,0.025015107384679
"266","Arizona",2011,"AZ","Heart failure","Nmbr",2226,"Female",3291808.34016,0.0676224059840557
"267","Arizona",2011,"AZ","Cardiovascular disease","Nmbr",6773,"Female",3291808.34016,0.205753169690031
"268","Arizona",2011,"AZ","Coronary heart disease","Nmbr",3151,"Female",3291808.34016,0.0957224623790474
"269","Arizona",2011,"AZ","Cerebrovascular disease","Nmbr",1296,"Female",3291808.34016,0.0393704573923343
"270","Arizona",2011,"AZ","Chronic obstructive pulmonary disease","Nmbr",2472,"Female",3291808.34016,0.0750955020631562
"271","Arkansas",2011,"AR","Coronary heart disease","Nmbr",2015,"Female",1495363.21744,0.134749870566537
"272","Arkansas",2011,"AR","Chronic obstructive pulmonary disease","Nmbr",1499,"Female",1495363.21744,0.10024320395992
"273","Arkansas",2011,"AR","Heart failure","Nmbr",2160,"Female",1495363.21744,0.144446511376536
"274","Arkansas",2011,"AR","Cardiovascular disease","Nmbr",4698,"Female",1495363.21744,0.314171162243965
"275","Arkansas",2011,"AR","Cerebrovascular disease","Nmbr",1001,"Female",1495363.21744,0.0669402582814408
"276","California",2011,"CA","Heart failure","Nmbr",15730,"Female",19184793.30192,0.0819920222879115
"277","California",2011,"CA","Cardiovascular disease","Nmbr",40299,"Female",19184793.30192,0.210056993399908
"278","California",2011,"CA","Chronic obstructive pulmonary disease","Nmbr",12820,"Female",19184793.30192,0.0668237587877321
"279","California",2011,"CA","Cerebrovascular disease","Nmbr",7958,"Female",19184793.30192,0.0414807700805594
"280","California",2011,"CA","Coronary heart disease","Nmbr",18000,"Female",19184793.30192,0.0938243103103882
"281","Colorado",2011,"CO","Cardiovascular disease","Nmbr",4247,"Female",2605200.9824,0.163020052145363
"282","Colorado",2011,"CO","Cerebrovascular disease","Nmbr",946,"Female",2605200.9824,0.0363119777088566
"283","Colorado",2011,"CO","Chronic obstructive pulmonary disease","Nmbr",1815,"Female",2605200.9824,0.0696683293251318
"284","Colorado",2011,"CO","Coronary heart disease","Nmbr",1437,"Female",2605200.9824,0.0551588921433688
"285","Colorado",2011,"CO","Heart failure","Nmbr",1935,"Female",2605200.9824,0.0742744998590248
"286","Connecticut",2011,"CT","Chronic obstructive pulmonary disease","Nmbr",1494,"Female",1826756.55992,0.0817842964289356
"287","Connecticut",2011,"CT","Cerebrovascular disease","Nmbr",852,"Female",1826756.55992,0.0466400405337705
"288","Connecticut",2011,"CT","Heart failure","Nmbr",1998,"Female",1826756.55992,0.109374179561589
"289","Connecticut",2011,"CT","Cardiovascular disease","Nmbr",4887,"Female",1826756.55992,0.267523331089832
"290","Connecticut",2011,"CT","Coronary heart disease","Nmbr",1944,"Female",1826756.55992,0.106418120654519
"291","Delaware",2011,"DE","Heart failure","Nmbr",360,"Female",462020.29408,0.0779186552220291
"292","Delaware",2011,"DE","Coronary heart disease","Nmbr",559,"Female",462020.29408,0.120990356303095
"293","Delaware",2011,"DE","Chronic obstructive pulmonary disease","Nmbr",446,"Female",462020.29408,0.096532556191736
"294","Delaware",2011,"DE","Cerebrovascular disease","Nmbr",230,"Female",462020.29408,0.0497813630585186
"295","Delaware",2011,"DE","Cardiovascular disease","Nmbr",1147,"Female",462020.29408,0.248257493165743
"296","District of Columbia",2011,"DC","Coronary heart disease","Nmbr",386,"Female",315745.79136,0.12225024388683
"297","District of Columbia",2011,"DC","Cardiovascular disease","Nmbr",769,"Female",315745.79136,0.243550356344487
"298","District of Columbia",2011,"DC","Chronic obstructive pulmonary disease","Nmbr",168,"Female",315745.79136,0.053207360033646
"299","District of Columbia",2011,"DC","Heart failure","Nmbr",161,"Female",315745.79136,0.0509903866989108
"300","District of Columbia",2011,"DC","Cerebrovascular disease","Nmbr",120,"Female",315745.79136,0.03800525716689
"301","Florida",2011,"FL","Cardiovascular disease","Nmbr",25606,"Female",9722423.63304,0.263370543873262
"302","Florida",2011,"FL","Heart failure","Nmbr",6933,"Female",9722423.63304,0.0713093798591473
"303","Florida",2011,"FL","Coronary heart disease","Nmbr",12300,"Female",9722423.63304,0.126511664830162
"304","Florida",2011,"FL","Cerebrovascular disease","Nmbr",4819,"Female",9722423.63304,0.0495658303102886
"305","Florida",2011,"FL","Chronic obstructive pulmonary disease","Nmbr",8764,"Female",9722423.63304,0.0901421325667917
"306","Georgia",2011,"GA","Coronary heart disease","Nmbr",3180,"Female",4993273.0464,0.0636856821257288
"307","Georgia",2011,"GA","Chronic obstructive pulmonary disease","Nmbr",3207,"Female",4993273.0464,0.0642264096154756
"308","Georgia",2011,"GA","Cerebrovascular disease","Nmbr",2057,"Female",4993273.0464,0.0411954239410768
"309","Georgia",2011,"GA","Cardiovascular disease","Nmbr",10537,"Female",4993273.0464,0.211023909609687
"310","Georgia",2011,"GA","Heart failure","Nmbr",3921,"Female",4993273.0464,0.0785256476776675
"311","Hawaii",2011,"HI","Coronary heart disease","Nmbr",468,"Female",701352.15576,0.0667282471660567
"312","Hawaii",2011,"HI","Cerebrovascular disease","Nmbr",340,"Female",701352.15576,0.0484777864026908
"313","Hawaii",2011,"HI","Chronic obstructive pulmonary disease","Nmbr",236,"Female",701352.15576,0.033649287032456
"314","Hawaii",2011,"HI","Heart failure","Nmbr",399,"Female",701352.15576,0.0568901081608048
"315","Hawaii",2011,"HI","Cardiovascular disease","Nmbr",1459,"Female",701352.15576,0.208026736357429
"316","Idaho",2011,"ID","Heart failure","Nmbr",806,"Female",806134.10992,0.0999833638201945
"317","Idaho",2011,"ID","Coronary heart disease","Nmbr",554,"Female",806134.10992,0.0687230565215729
"318","Idaho",2011,"ID","Chronic obstructive pulmonary disease","Nmbr",686,"Female",806134.10992,0.0850975032018032
"319","Idaho",2011,"ID","Cerebrovascular disease","Nmbr",351,"Female",806134.10992,0.0435411423087944
"320","Idaho",2011,"ID","Cardiovascular disease","Nmbr",1604,"Female",806134.10992,0.198974336932496
"321","Illinois",2011,"IL","Cerebrovascular disease","Nmbr",3227,"Female",6545154.51216,0.0493036488902543
"322","Illinois",2011,"IL","Heart failure","Nmbr",6525,"Female",6545154.51216,0.0996920697269628
"323","Illinois",2011,"IL","Cardiovascular disease","Nmbr",16784,"Female",6545154.51216,0.256433976750551
"324","Illinois",2011,"IL","Coronary heart disease","Nmbr",6793,"Female",6545154.51216,0.103786701862875
"325","Illinois",2011,"IL","Chronic obstructive pulmonary disease","Nmbr",4966,"Female",6545154.51216,0.0758729223393253
"326","Indiana",2011,"IN","Heart failure","Nmbr",4081,"Female",3316292.0836,0.123059124381163
"327","Indiana",2011,"IN","Coronary heart disease","Nmbr",3667,"Female",3316292.0836,0.110575302402775
"328","Indiana",2011,"IN","Cerebrovascular disease","Nmbr",1859,"Female",3316292.0836,0.0560565822652739
"329","Indiana",2011,"IN","Cardiovascular disease","Nmbr",8968,"Female",3316292.0836,0.270422501213005
"330","Indiana",2011,"IN","Chronic obstructive pulmonary disease","Nmbr",3844,"Female",3316292.0836,0.115912588610927
"331","Iowa",2011,"IA","Chronic obstructive pulmonary disease","Nmbr",1630,"Female",1559915.15432,0.104492862671788
"332","Iowa",2011,"IA","Coronary heart disease","Nmbr",2254,"Female",1559915.15432,0.144495038320374
"333","Iowa",2011,"IA","Heart failure","Nmbr",1976,"Female",1559915.15432,0.126673556220523
"334","Iowa",2011,"IA","Cardiovascular disease","Nmbr",4732,"Female",1559915.15432,0.303349832001778
"335","Iowa",2011,"IA","Cerebrovascular disease","Nmbr",889,"Female",1559915.15432,0.0569902790890915
"336","Kansas",2011,"KS","Chronic obstructive pulmonary disease","Nmbr",1358,"Female",1460443.36296,0.0929854614319059
"337","Kansas",2011,"KS","Cardiovascular disease","Nmbr",3871,"Female",1460443.36296,0.265056495731154
"338","Kansas",2011,"KS","Heart failure","Nmbr",1768,"Female",1460443.36296,0.121059127990876
"339","Kansas",2011,"KS","Coronary heart disease","Nmbr",1326,"Female",1460443.36296,0.090794345993157
"340","Kansas",2011,"KS","Cerebrovascular disease","Nmbr",816,"Female",1460443.36296,0.0558734436880966
"341","Kentucky",2011,"KY","Heart failure","Nmbr",2837,"Female",2222727.79216,0.127635961992587
"342","Kentucky",2011,"KY","Coronary heart disease","Nmbr",2414,"Female",2222727.79216,0.108605291593269
"343","Kentucky",2011,"KY","Chronic obstructive pulmonary disease","Nmbr",2848,"Female",2222727.79216,0.128130849402498
"344","Kentucky",2011,"KY","Cerebrovascular disease","Nmbr",1210,"Female",2222727.79216,0.0544376150902467
"345","Kentucky",2011,"KY","Cardiovascular disease","Nmbr",6304,"Female",2222727.79216,0.283615475643732
"346","Louisiana",2011,"LA","Cardiovascular disease","Nmbr",6276,"Female",2328319.88328,0.269550590752966
"347","Louisiana",2011,"LA","Chronic obstructive pulmonary disease","Nmbr",1547,"Female",2328319.88328,0.066442760340159
"348","Louisiana",2011,"LA","Heart failure","Nmbr",2090,"Female",2328319.88328,0.0897642980678295
"349","Louisiana",2011,"LA","Cerebrovascular disease","Nmbr",1178,"Female",2328319.88328,0.0505944225473221
"350","Louisiana",2011,"LA","Coronary heart disease","Nmbr",2339,"Female",2328319.88328,0.100458704871126
"351","Maine",2011,"ME","Heart failure","Nmbr",785,"Female",675923.42216,0.116137416497779
"352","Maine",2011,"ME","Coronary heart disease","Nmbr",692,"Female",675923.42216,0.102378461422246
"353","Maine",2011,"ME","Cardiovascular disease","Nmbr",1786,"Female",675923.42216,0.264231115751635
"354","Maine",2011,"ME","Chronic obstructive pulmonary disease","Nmbr",730,"Female",675923.42216,0.108000400055259
"355","Maine",2011,"ME","Cerebrovascular disease","Nmbr",391,"Female",675923.42216,0.057846789618639
"356","Maryland",2011,"MD","Chronic obstructive pulmonary disease","Nmbr",2162,"Female",2973981.73848,0.0726971511635777
"357","Maryland",2011,"MD","Heart failure","Nmbr",1870,"Female",2973981.73848,0.0628786645124376
"358","Maryland",2011,"MD","Coronary heart disease","Nmbr",3265,"Female",2973981.73848,0.10978547573963
"359","Maryland",2011,"MD","Cerebrovascular disease","Nmbr",1412,"Female",2973981.73848,0.0474784354500331
"360","Maryland",2011,"MD","Cardiovascular disease","Nmbr",7110,"Female",2973981.73848,0.239073424964402
"361","Massachusetts",2011,"MA","Cerebrovascular disease","Nmbr",1536,"Female",3364611.25736,0.045651633502683
"362","Massachusetts",2011,"MA","Cardiovascular disease","Nmbr",8017,"Female",3364611.25736,0.238274183457688
"363","Massachusetts",2011,"MA","Coronary heart disease","Nmbr",3101,"Female",3364611.25736,0.0921651793566535
"364","Massachusetts",2011,"MA","Chronic obstructive pulmonary disease","Nmbr",2392,"Female",3364611.25736,0.071092908423449
"365","Massachusetts",2011,"MA","Heart failure","Nmbr",3425,"Female",3364611.25736,0.101794820798626
"366","Michigan",2011,"MI","Cardiovascular disease","Nmbr",15311,"Female",5025998.61032,0.304635977585859
"367","Michigan",2011,"MI","Heart failure","Nmbr",6053,"Female",5025998.61032,0.120433777828176
"368","Michigan",2011,"MI","Coronary heart disease","Nmbr",7107,"Female",5025998.61032,0.141404734681124
"369","Michigan",2011,"MI","Chronic obstructive pulmonary disease","Nmbr",5021,"Female",5025998.61032,0.0999005449323098
"370","Michigan",2011,"MI","Cerebrovascular disease","Nmbr",2644,"Female",5025998.61032,0.052606461023905
"371","Minnesota",2011,"MN","Chronic obstructive pulmonary disease","Nmbr",2110,"Female",2721550.79672,0.0775293263878434
"372","Minnesota",2011,"MN","Cerebrovascular disease","Nmbr",1306,"Female",2721550.79672,0.0479873460959827
"373","Minnesota",2011,"MN","Cardiovascular disease","Nmbr",5253,"Female",2721550.79672,0.193014953324806
"374","Minnesota",2011,"MN","Heart failure","Nmbr",2970,"Female",2721550.79672,0.109128957048291
"375","Minnesota",2011,"MN","Coronary heart disease","Nmbr",1535,"Female",2721550.79672,0.0564016663532415
"376","Mississippi",2011,"MS","Cerebrovascular disease","Nmbr",878,"Female",1515444.13112,0.0579368108642255
"377","Mississippi",2011,"MS","Coronary heart disease","Nmbr",1642,"Female",1515444.13112,0.108351074531957
"378","Mississippi",2011,"MS","Cardiovascular disease","Nmbr",4914,"Female",1515444.13112,0.324261376522556
"379","Mississippi",2011,"MS","Heart failure","Nmbr",2494,"Female",1515444.13112,0.164572216737333
"380","Mississippi",2011,"MS","Chronic obstructive pulmonary disease","Nmbr",1379,"Female",1515444.13112,0.0909964261751332
"381","Missouri",2011,"MO","Cerebrovascular disease","Nmbr",1867,"Female",3058667.51256,0.0610396518200628
"382","Missouri",2011,"MO","Heart failure","Nmbr",3506,"Female",3058667.51256,0.114625077279668
"383","Missouri",2011,"MO","Coronary heart disease","Nmbr",4023,"Female",3058667.51256,0.131527862491758
"384","Missouri",2011,"MO","Chronic obstructive pulmonary disease","Nmbr",3113,"Female",3058667.51256,0.101776345000458
"385","Missouri",2011,"MO","Cardiovascular disease","Nmbr",9249,"Female",3058667.51256,0.30238657722751
"386","Montana",2011,"MT","Coronary heart disease","Nmbr",393,"Female",507732.98448,0.077402889316418
"387","Montana",2011,"MT","Heart failure","Nmbr",560,"Female",507732.98448,0.110294193427975
"388","Montana",2011,"MT","Cardiovascular disease","Nmbr",1215,"Female",507732.98448,0.239299008955338
"389","Montana",2011,"MT","Cerebrovascular disease","Nmbr",273,"Female",507732.98448,0.0537684192961377
"390","Montana",2011,"MT","Chronic obstructive pulmonary disease","Nmbr",539,"Female",507732.98448,0.106158161174426
"391","Nebraska",2011,"NE","Cardiovascular disease","Nmbr",2337,"Female",937551.86104,0.249266210981399
"392","Nebraska",2011,"NE","Heart failure","Nmbr",1250,"Female",937551.86104,0.133325957948973
"393","Nebraska",2011,"NE","Chronic obstructive pulmonary disease","Nmbr",934,"Female",937551.86104,0.0996211557794723
"394","Nebraska",2011,"NE","Coronary heart disease","Nmbr",767,"Female",937551.86104,0.0818088077974896
"395","Nebraska",2011,"NE","Cerebrovascular disease","Nmbr",474,"Female",937551.86104,0.0505572032542504
"396","Nevada",2011,"NV","Cerebrovascular disease","Nmbr",473,"Female",1383552.61272,0.0341873518687594
"397","Nevada",2011,"NV","Heart failure","Nmbr",613,"Female",1383552.61272,0.0443062298003161
"398","Nevada",2011,"NV","Chronic obstructive pulmonary disease","Nmbr",980,"Female",1383552.61272,0.0708321455208968
"399","Nevada",2011,"NV","Coronary heart disease","Nmbr",953,"Female",1383552.61272,0.0688806476340966
"400","Nevada",2011,"NV","Cardiovascular disease","Nmbr",2774,"Female",1383552.61272,0.200498338443845
"401","New Hampshire",2011,"NH","Heart failure","Nmbr",719,"Female",670878.89472,0.107172845301697
"402","New Hampshire",2011,"NH","Cardiovascular disease","Nmbr",1523,"Female",670878.89472,0.227015637544485
"403","New Hampshire",2011,"NH","Coronary heart disease","Nmbr",623,"Female",670878.89472,0.0928632581682298
"404","New Hampshire",2011,"NH","Cerebrovascular disease","Nmbr",301,"Female",670878.89472,0.0448665179913919
"405","New Hampshire",2011,"NH","Chronic obstructive pulmonary disease","Nmbr",665,"Female",670878.89472,0.0991237025391217
"406","New Jersey",2011,"NJ","Heart failure","Nmbr",4348,"Female",4499992.25392,0.0966223885432781
"407","New Jersey",2011,"NJ","Cardiovascular disease","Nmbr",12325,"Female",4499992.25392,0.273889360348644
"408","New Jersey",2011,"NJ","Coronary heart disease","Nmbr",5780,"Female",4499992.25392,0.128444665542812
"409","New Jersey",2011,"NJ","Chronic obstructive pulmonary disease","Nmbr",3378,"Female",4499992.25392,0.0750667958829792
"410","New Jersey",2011,"NJ","Cerebrovascular disease","Nmbr",1991,"Female",4499992.25392,0.0442445206047992
"411","New Mexico",2011,"NM","Chronic obstructive pulmonary disease","Nmbr",842,"Female",1057567.64688,0.0796166564364974
"412","New Mexico",2011,"NM","Heart failure","Nmbr",802,"Female",1057567.64688,0.0758343924727684
"413","New Mexico",2011,"NM","Coronary heart disease","Nmbr",919,"Female",1057567.64688,0.086897514566676
"414","New Mexico",2011,"NM","Cardiovascular disease","Nmbr",2101,"Female",1057567.64688,0.198663414694871
"415","New Mexico",2011,"NM","Cerebrovascular disease","Nmbr",415,"Female",1057567.64688,0.0392409886236894
"416","New York",2011,"NY","Coronary heart disease","Nmbr",16769,"Female",9934967.03376,0.168787676325621
"417","New York",2011,"NY","Cerebrovascular disease","Nmbr",3793,"Female",9934967.03376,0.0381782847100651
"418","New York",2011,"NY","Heart failure","Nmbr",9154,"Female",9934967.03376,0.0921392086042541
"419","New York",2011,"NY","Cardiovascular disease","Nmbr",29507,"Female",9934967.03376,0.297001488779301
"420","New York",2011,"NY","Chronic obstructive pulmonary disease","Nmbr",6970,"Female",9934967.03376,0.07015624688351
"421","North Carolina",2011,"NC","Heart failure","Nmbr",4623,"Female",4911213.602,0.0941315197147477
"422","North Carolina",2011,"NC","Cardiovascular disease","Nmbr",11456,"Female",4911213.602,0.233262100335745
