"","states","year","disease","deathpop","class","population","ratio"
"276","Iowa",2010,"Mortality from total cardiovascular disease",4782,"Female",3050694,0.00156751217919595
"277","Iowa",2010,"Mortality from heart failure",1824,"Female",3050694,0.000597896740872733
"278","Iowa",2010,"Mortality from coronary heart disease",5013,"Overall",3050694,0.00164323265460253
"279","Iowa",2010,"Mortality from total cardiovascular disease",9195,"Overall",3050694,0.00301406827430086
"280","Iowa",2010,"Mortality from diseases of the heart",3431,"Female",3050694,0.0011246621260605
"281","Iowa",2010,"Mortality from diseases of the heart",6880,"Overall",3050694,0.00225522454890592
"282","Iowa",2010,"Mortality from diseases of the heart",3449,"Male",3050694,0.00113056242284542
"283","Iowa",2010,"Mortality from total cardiovascular disease",4413,"Male",3050694,0.00144655609510492
"284","Iowa",2010,"Mortality from coronary heart disease",2324,"Female",3050694,0.000761793873787407
"285","Iowa",2010,"Mortality from coronary heart disease",2689,"Male",3050694,0.000881438780815119
"286","Iowa",2010,"Mortality from cerebrovascular disease (stroke)",936,"Female",3050694,0.000306815432816271
"287","Iowa",2010,"Mortality from cerebrovascular disease (stroke)",601,"Male",3050694,0.000197004353763439
"288","Iowa",2010,"Mortality from cerebrovascular disease (stroke)",1537,"Overall",3050694,0.000503819786579709
"289","Iowa",2010,"Mortality from heart failure",1422,"Male",3050694,0.000466123446009334
"290","Kansas",2010,"Mortality from heart failure",1418,"Male",2858824,0.000496008148805243
"291","Kansas",2010,"Mortality from coronary heart disease",3162,"Overall",2858824,0.00110604920065034
"292","Kansas",2010,"Mortality from cerebrovascular disease (stroke)",1370,"Overall",2858824,0.000479218028112259
"293","Kansas",2010,"Mortality from cerebrovascular disease (stroke)",817,"Female",2858824,0.000285781845961836
"294","Kansas",2010,"Mortality from coronary heart disease",1337,"Female",2858824,0.000467674820135832
"295","Kansas",2010,"Mortality from coronary heart disease",1825,"Male",2858824,0.000638374380514505
"296","Kansas",2010,"Mortality from heart failure",3182,"Overall",2858824,0.00111304508427241
"297","Kansas",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",1214,"Female",2858824,0.00042465013586006
"298","Kansas",2010,"Mortality from cerebrovascular disease (stroke)",553,"Male",2858824,0.000193436182150423
"299","Kansas",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",1420,"Male",2858824,0.000496707737167451
"300","Kansas",2010,"Mortality from total cardiovascular disease",7582,"Overall",2858824,0.0026521394811293
"301","Kansas",2010,"Mortality from total cardiovascular disease",3902,"Female",2858824,0.00136489689466718
"302","Kansas",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",2634,"Overall",2858824,0.000921357873027511
"303","Kansas",2010,"Mortality from heart failure",1764,"Female",2858824,0.000617036935467171
"304","Kansas",2010,"Mortality from total cardiovascular disease",3680,"Male",2858824,0.00128724258646213
"305","Kansas",2010,"Mortality from diseases of the heart",2809,"Male",2858824,0.000982571854720682
"306","Kansas",2010,"Mortality from diseases of the heart",5433,"Overall",2858824,0.00190043178593715
"307","Kansas",2010,"Mortality from diseases of the heart",2624,"Female",2858824,0.000917859931216472
"308","Kentucky",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",2664,"Female",4347937,0.000612704369911524
"309","Kentucky",2010,"Mortality from coronary heart disease",5739,"Overall",4347937,0.00131993632842426
"310","Kentucky",2010,"Mortality from total cardiovascular disease",6217,"Female",4347937,0.0014298735239264
"311","Kentucky",2010,"Mortality from cerebrovascular disease (stroke)",1183,"Female",4347937,0.000272083059161161
"312","Kentucky",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",2773,"Male",4347937,0.000637773730392138
"313","Kentucky",2010,"Mortality from heart failure",4829,"Overall",4347937,0.00111064166753106
"314","Kentucky",2010,"Mortality from total cardiovascular disease",6257,"Male",4347937,0.00143907328924039
"315","Kentucky",2010,"Mortality from cerebrovascular disease (stroke)",809,"Male",4347937,0.000186065253475384
"316","Kentucky",2010,"Mortality from coronary heart disease",2455,"Female",4347937,0.000564635596145942
"317","Kentucky",2010,"Mortality from coronary heart disease",3284,"Male",4347937,0.00075530073227832
"318","Kentucky",2010,"Mortality from heart failure",2142,"Male",4347937,0.000492647432563995
"319","Kentucky",2010,"Mortality from heart failure",2687,"Female",4347937,0.000617994234967066
"320","Kentucky",2010,"Mortality from total cardiovascular disease",12474,"Overall",4347937,0.0028689468131668
"321","Kentucky",2010,"Mortality from diseases of the heart",9662,"Overall",4347937,0.00222220331159352
"322","Kentucky",2010,"Mortality from diseases of the heart",4580,"Female",4347937,0.00105337312845149
"323","Kentucky",2010,"Mortality from diseases of the heart",5082,"Male",4347937,0.00116883018314203
"324","Kentucky",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",5437,"Overall",4347937,0.00125047810030366
"325","Kentucky",2010,"Mortality from cerebrovascular disease (stroke)",1992,"Overall",4347937,0.000458148312636545
"326","Louisiana",2010,"Mortality from total cardiovascular disease",6521,"Female",4544951,0.00143477894481151
"327","Louisiana",2010,"Mortality from diseases of the heart",5369,"Male",4544951,0.00118131086561769
"328","Louisiana",2010,"Mortality from coronary heart disease",2437,"Female",4544951,0.000536199400169551
"329","Louisiana",2010,"Mortality from diseases of the heart",4913,"Female",4544951,0.00108097975093681
"330","Louisiana",2010,"Mortality from coronary heart disease",5654,"Overall",4544951,0.00124401781229325
"331","Louisiana",2010,"Mortality from cerebrovascular disease (stroke)",838,"Male",4544951,0.000184380425663555
"332","Louisiana",2010,"Mortality from total cardiovascular disease",6588,"Male",4544951,0.00144952057788962
"333","Louisiana",2010,"Mortality from coronary heart disease",3217,"Male",4544951,0.000707818412123695
"334","Louisiana",2010,"Mortality from cerebrovascular disease (stroke)",1977,"Overall",4544951,0.000434988187991466
"335","Louisiana",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",1657,"Male",4544951,0.000364580388215407
"336","Louisiana",2010,"Mortality from diseases of the heart",10282,"Overall",4544951,0.0022622906165545
"337","Louisiana",2010,"Mortality from heart failure",4160,"Overall",4544951,0.00091530139708877
"338","Louisiana",2010,"Mortality from cerebrovascular disease (stroke)",1139,"Female",4544951,0.000250607762327911
"339","Louisiana",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",1531,"Female",4544951,0.000336857317053583
"340","Louisiana",2010,"Mortality from heart failure",2265,"Female",4544951,0.000498355207789919
"341","Louisiana",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",3188,"Overall",4544951,0.00070143770526899
"342","Louisiana",2010,"Mortality from total cardiovascular disease",13109,"Overall",4544951,0.00288429952270112
"343","Louisiana",2010,"Mortality from heart failure",1895,"Male",4544951,0.000416946189298851
"344","Maine",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",767,"Male",1327695,0.000577692918930929
"345","Maine",2010,"Mortality from diseases of the heart",1362,"Male",1327695,0.00102583801249534
"346","Maine",2010,"Mortality from heart failure",780,"Female",1327695,0.000587484324336538
"347","Maine",2010,"Mortality from diseases of the heart",2628,"Overall",1327695,0.00197937026199541
"348","Maine",2010,"Mortality from heart failure",1434,"Overall",1327695,0.00108006733474179
"349","Maine",2010,"Mortality from heart failure",654,"Male",1327695,0.000492583010405251
"350","Maine",2010,"Mortality from total cardiovascular disease",1731,"Male",1327695,0.00130376328900839
"351","Maine",2010,"Mortality from coronary heart disease",716,"Female",1327695,0.000539280482339694
"352","Maine",2010,"Mortality from diseases of the heart",1266,"Female",1327695,0.000953532249500073
"353","Maine",2010,"Mortality from cerebrovascular disease (stroke)",243,"Male",1327695,0.000183023962581768
"354","Maine",2010,"Mortality from coronary heart disease",1600,"Overall",1327695,0.0012050960499211
"355","Maine",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",696,"Female",1327695,0.00052421678171568
"356","Maine",2010,"Mortality from cerebrovascular disease (stroke)",359,"Female",1327695,0.000270393426201048
"357","Maine",2010,"Mortality from total cardiovascular disease",3471,"Overall",1327695,0.00261430524329759
"358","Maine",2010,"Mortality from coronary heart disease",884,"Male",1327695,0.00066581556758141
"359","Maine",2010,"Mortality from total cardiovascular disease",1740,"Female",1327695,0.0013105419542892
"360","Maine",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",1463,"Overall",1327695,0.00110190970064661
"361","Maine",2010,"Mortality from cerebrovascular disease (stroke)",602,"Overall",1327695,0.000453417388782815
"362","Maryland",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",4042,"Overall",5788409,0.000698292052272049
"363","Maryland",2010,"Mortality from diseases of the heart",5495,"Female",5788409,0.000949310941918582
"364","Maryland",2010,"Mortality from total cardiovascular disease",14109,"Overall",5788409,0.00243745733931379
"365","Maryland",2010,"Mortality from coronary heart disease",3669,"Male",5788409,0.000633852929190042
"366","Maryland",2010,"Mortality from heart failure",1511,"Male",5788409,0.000261038914147221
"367","Maryland",2010,"Mortality from heart failure",1913,"Female",5788409,0.000330488049479572
"368","Maryland",2010,"Mortality from coronary heart disease",3571,"Female",5788409,0.000616922542964742
"369","Maryland",2010,"Mortality from diseases of the heart",10915,"Overall",5788409,0.00188566495560352
"370","Maryland",2010,"Mortality from diseases of the heart",5420,"Male",5788409,0.000936354013684935
"371","Maryland",2010,"Mortality from coronary heart disease",7240,"Overall",5788409,0.00125077547215478
"372","Maryland",2010,"Mortality from cerebrovascular disease (stroke)",1391,"Female",5788409,0.000240307828973385
"373","Maryland",2010,"Mortality from total cardiovascular disease",6692,"Male",5788409,0.0011561035165276
"374","Maryland",2010,"Mortality from cerebrovascular disease (stroke)",888,"Male",5788409,0.000153410030286388
"375","Maryland",2010,"Mortality from cerebrovascular disease (stroke)",2279,"Overall",5788409,0.000393717859259772
"376","Maryland",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",2134,"Female",5788409,0.000368667798008054
"377","Maryland",2010,"Mortality from heart failure",3424,"Overall",5788409,0.000591526963626793
"378","Maryland",2010,"Mortality from total cardiovascular disease",7417,"Female",5788409,0.00128135382278619
"379","Maryland",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",1908,"Male",5788409,0.000329624254263996
"380","Massachusetts",2010,"Mortality from diseases of the heart",6119,"Female",6565036,0.000932058864566775
"381","Massachusetts",2010,"Mortality from coronary heart disease",3878,"Male",6565036,0.000590705062394174
"382","Massachusetts",2010,"Mortality from cerebrovascular disease (stroke)",1567,"Female",6565036,0.000238688713968971
